interval,presentation_fingerprint,trigger_observed,predictor_pressure_change,predictor_flow_change_kg_s,shadow_correction_evaluated,h20_proposed_authority,h20_reason,h20_rollback_required,h20_candidate_eligible,h22_commit_arm_enabled,h22_commit_authorized,h22_commit_reason,corrected_candidate_committed,untargeted_branch_disagreement,branch_overrides,previous_phase_holds,hysteresis_releases,shadow_iterations,shadow_converged,shadow_line_search_exhausted,shadow_pressure_residual,shadow_flow_residual_kg_s,shadow_mass_closure_kg_s,shadow_energy_ownership_w,network_mass_closure_kg,network_energy_closure_j,network_balance_mass_rate_kg_s,network_balance_power_w
84,6f50492f8419b412a6b521d32f8c15ec6ad6f36db093ccee58a2949731cf306f,False,0.003120735876595746,0.76504983331091125,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,8.3434884459165914E-06,1.7763568394002505E-15,9.5460563898086548E-09
85,864c0b06b45ba437cd48e60e10cde177e78b1105e77b899adb4a14f729f1f81b,False,0.0031079603292988082,0.76118317178264761,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.6742588485385568E-05,1.7763568394002505E-15,1.5133991837501526E-08
86,4cfc1aeffd267a1ddab4d6d7528cefd86b397abc5ec9426b8b855f54b5886d93,False,0.0030952637057579924,0.75736143810166823,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.0382393384134048E-05,0,4.6566128730773926E-09
87,b5aeb386a4fca0dbb4a78d6bc6f8960612062af8e0dece0bdcc6990fe3102827,False,0.0030826452569023199,0.75358366948401567,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,9.2903786708120606E-06,0,2.5029294192790985E-09
88,f73b94700c401d8ad670ad9565947f91d6343bbaebec35912eb23af1b08ef322,False,0.0030701045360051736,0.74984922517813857,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,5.4236955406850029E-06,0,1.7462298274040222E-09
89,c7a83d9a1599b35f4f635c2df5bc3f60aaddc2b40d31e2a5de130fb23fdd383b,False,0.0030576407113410285,0.74615698534336161,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.2452860264365881E-06,0,1.1874362826347351E-08
90,c5d0e26d0ef782ed2b5474745d82b4d48b980ec250a0b2648ad8385448e5b0fd,False,0.0030452530384779985,0.74250605365281785,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.5988713130354881E-05,1.7763568394002505E-15,6.0535967350006104E-09
91,bbbf13a79e94ff268cbc4a352615c5b1b87c5d6397aeee5ab5f6131b1703f929,False,0.0030329410774611815,0.73889585633941124,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.1904842014919268E-05,1.7763568394002505E-15,1.2107193470001221E-08
92,043102df8063304e21770cad7717bc1120478bbc5d94c560b3a14209cef1d58e,False,0.0030207038855636446,0.7353252192874038,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.0848923125195142E-05,1.7763568394002505E-15,5.3551048040390015E-09
93,a4fe831464db8aa80a6e357be93806499f3dcf0b7ff08af1c75f0d0481d80fee,False,0.0030085409327870994,0.73179356054336608,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,3.3560523320375069E-06,1.7763568394002505E-15,1.0360963642597198E-08
94,7e4dc3f5e8905c0d03407f85c8d0b6c012cb58a909147b6710f28f21372da542,False,0.002996451758905378,0.72830027634557837,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.0337195703868929E-05,0,9.8370946943759918E-09
95,513fe8290b8e42cddfc325c2ff6420dda168a1833087c6222069a869e7101645,False,0.002984435434397054,0.72484425596610436,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,7.8576064197477535E-06,1.7763568394002505E-15,5.9953890740871429E-09
96,e097563e98633479ad524ea48392b6a5af65a5380c5c948ff0a3082dae09478d,False,0.0029724914383782129,0.72142497096163538,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,6.7125278064850136E-06,1.7763568394002505E-15,2.5029294192790985E-09
97,3bdba30c3dfc19b64f1bd8f3f1c79c072fd5a6ec2206048ec7ce36b53ef6120b,False,0.002960619195763139,0.71804174705050627,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.3332604567040107E-06,1.7763568394002505E-15,3.0267983675003052E-09
98,9472f6fd40ab2e74265811db5fc1d248488f999fc838d4ac9c0b8fbee6763f85,False,0.0029488181146381282,0.71469390239462882,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,2.5558663764968514E-05,0,4.5401975512504578E-09
99,ab19a70746ff1b5791a910cee904e08b572a35fd0ed6badbb0e6f38b5137c591,False,0.0029370874718525394,0.71138064464895479,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,2.4963485770967964E-05,1.7763568394002505E-15,1.1292286217212677E-08
100,d929a8e5f039ea7c48b87b9da1a754b73d6f42287400b81cafde2b80348beec6,False,0.0029254267287065622,0.70810142326155301,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.3044866477684991E-05,1.7763568394002505E-15,3.14321368932724E-09
101,641b2187e0f2353c8583f50e82737b89c8d774850e136ee8e8ed80e9c1828590,False,0.0029138354398205815,0.70485574884642688,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,2.2970122017795802E-06,1.7763568394002505E-15,1.1466909199953079E-08
102,0aa46c257c961797e370e0b1e137b4265902a101e3c4ddcf3bf3f6cf1e6344fa,False,0.0029023126033771974,0.70164253376495367,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.6167271041922504E-06,1.7763568394002505E-15,9.0803951025009155E-09
103,25b496b0a1cf7f2c59ef7ad843e7f5aca1c33daa98c88943b0071e1beaea2ff8,False,0.0028908579082104475,0.69846157835019085,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,6.2755414091952844E-06,1.7763568394002505E-15,5.9371814131736755E-09
104,5235fad5146515a106731715b1ba363405b37e4aebe44c026ab58c8223531159,False,0.0028794707894312537,0.69531225170456423,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,1.6095098658297502E-05,1.7763568394002505E-15,1.123407855629921E-08
105,9032fb60ea0d8099888f6d2cf13f04c1c39d47d933f3d981ad96a45299a8168a,False,0.0028681506834956376,0.69219397618326184,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,5.317669092619326E-06,1.7763568394002505E-15,8.9639797806739807E-09
106,17e81307cced1d1c99b8bf995cf6c1408cb7aecde14e33aebacddd35c09ec57e,False,0.0028568967901795757,0.68910595265558072,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,8.3320605881453957E-07,1.7763568394002505E-15,8.5565261542797089E-09
107,b58d2b6e160704d7660a3e35d4db4667f6861c80a1b2279efc7cf4b2521a79a6,False,0.002845708897524783,0.68604806683532615,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,4.7102219014050206E-07,0,1.548323780298233E-08
108,c8b9c6aba11da58f629e21764602c3956c599da7f58a5466017e6d41b5482a46,False,0.0028345862768228915,0.68301952349972339,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,2.3760185285937041E-07,1.7763568394002505E-15,1.0535586625337601E-08
109,87d8c44ef36fa0b5f68e57243cdf3cca0cf2c0d8e98159ad7a1f29dbee309148,False,0.0028235282905037166,0.68001975068912657,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,9.9894788263554801E-06,0,9.6624717116355896E-09
110,aad3fea8c440ad11433448d078dc6de1cb0c56985f8b1dafa10f8eb25beca42e,False,0.0028125344609310566,0.67704834902221478,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,3.0715135608261335E-06,1.7763568394002505E-15,7.2177499532699585E-09
111,aa84c9cf5fb5ae70ff291151dcb2b860910f74070f441ddda09a48fdd363c1f6,False,0.0028016042826909246,0.67410485103891915,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,1.2553571082207782E-05,0,3.2014213502407074E-09
112,cca7e5add17b01272372887f475134a1f03e00f374dfb8b07e0ec09e47733116,False,0.0027907372398937843,0.6711887831140757,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,3.1665200594943599E-06,0,9.3132257461547852E-09
113,2e3aabbed4eae129bae5c49279bd1e7bd59f5997c6f138bb5e3b3f4cc3477a95,False,0.0027799327012031512,0.66829956479401176,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,7.8071869893392432E-06,1.7763568394002505E-15,1.5192199498414993E-08
114,0c2084e913a9ec5bdb61c131189ff76bdc7505e76b998bfaa8c9f3fa918e58cb,False,0.0027691902008413313,0.66543682908735491,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,9.376511457048764E-06,0,5.3551048040390015E-09
115,ea49cf3901822ea7e0b0f9747c4001c593e3f7fe7b75ac3c65c29f6ed9ac999b,False,0.0027585093629204542,0.66260026458604671,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,7.2187872319773305E-06,1.7763568394002505E-15,6.1700120568275452E-09
116,2f84a39f0b69611075a3eea9ead6c544a8f6c1a02d55b8f5d86c76e5dc16695c,False,0.0027478895286539122,0.6597892427989791,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.2157802757428726E-05,1.7763568394002505E-15,2.2118911147117615E-09
117,24fe633ea9d584e4973692c36284056676a6ec5b98f8cb8b2aa852344092cfed,False,0.0027373301136352796,0.65700329491232878,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,3.3440161587350303E-05,1.7763568394002505E-15,7.4505805969238281E-09
118,09cffdad22a575c3b85ca05d9849237f20a41f5800834b8c29893319aa8ff396,False,0.0027268307927444065,0.65424221673146121,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.8060965203403612E-05,0,1.1525116860866547E-08
119,86701c50758c56b8de1c47f3620aab3a3e938d7ef179158f7dbd39e21f2d7a84,False,0.0027163909450231222,0.65150543327382593,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.2608180643146625E-06,0,4.6566128730773926E-10
120,c0e0f155047510ad4874c4aa29356846d7a201412f1d83fc8a2f9faab5c076c3,False,0.0027060101218747364,0.64879261779466901,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.4356947531268816E-05,1.7763568394002505E-15,1.0244548320770264E-08
121,e26b91db09830de0b0165e7b4ae7995a65bc3eb316a26ebe3265e89fe7f702f6,False,0.0026956879677522264,0.64610351228523655,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,5.3424703310156474E-06,0,1.4784745872020721E-08
122,6059d0fda609206df2d3f4492f0dd70f83d8bd473553a7dac5dcd1ffbfb76ad9,False,0.0026854236427093451,0.6434373329651919,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,5.3845333241042681E-06,1.7763568394002505E-15,9.8953023552894592E-09
123,cc456406203dc7deabac107c67f9d2efc244ce31f52d75c4e93133b1e978bb58,False,0.0026752171172827817,0.64079426121583083,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,5.0355674829916097E-07,0,2.3283064365386963E-09
124,d37122dbd8c49e06f41ff557eb5b1c0c5d2245706596fc37a4ac65d6b2e4d49c,False,0.0026650676296025915,0.63817353525138287,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.5568218714179238E-05,1.7763568394002505E-15,2.3283064365386963E-10
125,a0651d6c4255998ba35e014b9b3a230fe749e61552400b1d4770fc3a467377ff,False,0.0026549748752661638,0.63557502371824626,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.577189186718897E-05,1.7763568394002505E-15,1.862645149230957E-08
126,6f37ddf710e4c758f56866cdfb2fa82b970a3065eaf77fd5e47196502f08795d,False,0.0026449381647295936,0.6329981182549318,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.3859088085155236E-05,0,1.6065314412117004E-08
127,d6e68adfa66d8c742ba341cb02066f34b96eb116fa04f806ef5d43ac87a09b8b,False,0.0026349573332127125,0.63044283704172699,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.8894992990681203E-05,1.7763568394002505E-15,7.9744495451450348E-09
128,63643e5506a6b99f8106950ecb25a5243e9755b3bc96bf2a60e96c219216f362,False,0.002625031777582866,0.62790862623782573,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.7875270259537501E-06,0,7.2177499532699585E-09
129,25513e45bde46492eb5c99103fa8327fd25368d1f1918e5e48dbe64d2075a04f,False,0.0026151609689910723,0.62539510715114943,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.0316323141523753E-05,1.7763568394002505E-15,1.0477378964424133E-08
130,6f059452048a5d78fbd1dcf06bd9de50266baf6bb3aa036baf7b35dd02d05561,False,0.0026053446240188495,0.62290215496344103,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.5796574871274061E-05,1.7763568394002505E-15,4.9476511776447296E-09
131,63877a087c7d2c75f05d72f00c94df633d79e53507e19dd87001ed53d99a47bb,False,0.0025955822894936126,0.62042940946815861,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,2.9266334422572982E-06,0,3.6088749766349792E-09
132,f2d1c08e0dc4188b3e398c2fc546ef94f110d5cbabcd5720ca61a91dcc570328,False,0.0025858734239369995,0.61797645264516632,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,3.4583104934426956E-05,0,5.8207660913467407E-10
133,5a1316a2f357b28ed63505fede9a65d5c00c5e2c051cc4ef4da04714a3f643b4,False,0.0025762177401620202,0.61554316111110552,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,1.0366937431172119E-05,1.7763568394002505E-15,8.7893567979335785E-09
134,9c9f55231dcb75c9ece3f5ce5bed600a7f23d3e16b471ae176382272f5e9bd75,False,0.0025666146903615852,0.61312908976441349,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,6.8953406753280433E-06,1.7763568394002505E-15,1.437729224562645E-08
135,32aae96f3ef1c55569357668f46ed3d8ce6a2b051b636e43398766079f9fa116,False,0.0025570638867024485,0.61073401270010663,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.1969942079304019E-05,1.7763568394002505E-15,2.5611370801925659E-09
136,1cc13f8f437ffd59585a9e10d9370c9fb9850f2e9b7c7ece924a9b372f6a16bd,False,0.0025475649305961427,0.60835766917517731,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.8327775705984095E-05,1.7763568394002505E-15,9.2550180852413177E-09
137,b6fb1676978eb4849a56ad8dc48ce7eaae5fff807b10dae0724bb013cf760f65,False,0.0025381174199607163,0.60599979088289047,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.6388206859119236E-05,1.7763568394002505E-15,5.7625584304332733E-09
138,009a74e22bf5f36d6fc4a6665414eae912899611a7995d424f7a466848070d45,False,0.0025287210505972177,0.60366021435152106,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.405633520334959E-05,1.7763568394002505E-15,1.0710209608078003E-08
139,a453eb06337e1263241aa9bc1bf40784faffdf59896d7108ab5cb76a0bb1fa8f,False,0.0025193751867393518,0.60133841074076599,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.163686329164193E-05,1.7763568394002505E-15,1.7462298274040222E-10
140,32452402758fa36421567aacb9766a62e1b0465f58688a991e28b7f3c5a9f8e1,False,0.0025100795883714923,0.59903434286619017,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,6.2245758272183593E-06,1.7763568394002505E-15,1.1408701539039612E-08
141,ca69008adb95648ab4f49b36d7580dbc022978d24d787b02bb213d54976d0b16,False,0.0025008338520049554,0.59674772506812701,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,9.3528256002173293E-06,0,4.1909515857696533E-09
142,f79322517ea202fdacec2506864c3691b6582386769bd7636ce8fdca935bdddd,False,0.0024916375837236077,0.59447830304588933,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,3.3335713851556648E-06,1.7763568394002505E-15,6.0535967350006104E-09
143,2f8d598ef896b54fe7bc294ec7017e13e5577dac8fa948fa99fa1ab4bd63d31f,False,0.0024824902991221857,0.5922257366175927,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.8063792595057748E-06,0,1.3038516044616699E-08
144,90b23dbfa69748c2f7205a32f3c8f6376187c6dc007fe7ebb6cc479a2efc9a22,False,0.00247339174977604,0.58998995369987028,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.8609907076315721E-05,1.7763568394002505E-15,5.8207660913467407E-10
