step,presentation_fingerprint,trigger,committed,rollback,unsafe_commit,fallback_commit_violation,historical_predictor_fluid_nodes_reused,historical_predictor_fluid_nodes_total,shadow_iterations,engine_us,engine_alloc_bytes,orchestrator_us,orchestrator_alloc_bytes,explicit_preparation_us,explicit_preparation_alloc_bytes,sidecar_us,sidecar_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,disagreement_scan_us,disagreement_scan_alloc_bytes,authority_us,authority_alloc_bytes,commit_accounting_us,commit_accounting_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_layout_us,h9_layout_alloc_bytes,h9_initial_residual_us,h9_initial_residual_alloc_bytes,h9_jacobian_build_us,h9_jacobian_build_alloc_bytes,h9_newton_line_search_us,h9_newton_line_search_alloc_bytes,h9_residual_fallback_us,h9_residual_fallback_alloc_bytes,h9_other_us,h9_other_alloc_bytes,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension,jacobian_build_attempts,jacobian_direction_acceptances,jacobian_rejected,residual_fallback_attempts,residual_fallback_acceptances,backtracking_trials
1,cc084e93edb48bb878d8e0e288a1c8792ac70b15d3033aa9912802d1e755518f,False,False,False,False,False,11,12,0,25015.099999999999,322736,24371.900000000001,53944,24073.200000000001,21872,278.60000000000002,19264,275.60000000000002,19088,0,0,0,0,0.40000000000000002,40,15.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7520bc674aa3ea716e3ba2f7b083ae04a4fb70b3d71e10d593eb9fd76d510809,False,False,False,False,False,10,12,0,24213,322856,23289.099999999999,54072,22696.299999999999,21872,565.10000000000002,19392,562.20000000000005,19216,0,0,0,0,0.5,40,23.100000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3491746157c36baadf2b073db0f94b8e42c6a547b4a3a97e2fa38ef46e585086,False,False,False,False,False,11,12,0,23755.799999999999,322736,23154.400000000001,53944,22871,21872,266,19264,264.30000000000001,19088,0,0,0,0,0.29999999999999999,40,14.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,a58c4ff493cbde2c9fe8cf4202616280dd300279fd64d2bdbe2c7277e4220a4a,False,False,False,False,False,10,12,0,24545.799999999999,322856,24000.099999999999,54072,23358.299999999999,21872,623.39999999999998,19392,621.29999999999995,19216,0,0,0,0,0.29999999999999999,40,15,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7ac6a1f9942ae0fa7d0c3e4c899f63e8e97c5b3a996be7495a500e2443e2adb1,False,False,False,False,False,11,12,0,24431,322736,23777.400000000001,53944,23483.200000000001,21872,274,19264,272.10000000000002,19088,0,0,0,0,0.40000000000000002,40,16.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8408f0cc948a3ddc46def62354c745cc95ec1136a40592936b4db6975573c521,False,False,False,False,False,10,12,0,24670.799999999999,324240,24061.599999999999,54072,23262.400000000001,21872,760.5,19392,757.60000000000002,19216,0,0,0,0,0.59999999999999998,40,33.399999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,de1c644591beb613bd41794ee820f85e868b8692d20ec75aef3660cd60b16d8e,False,False,False,False,False,10,12,0,17877.099999999999,322864,16998.200000000001,54072,16371.299999999999,21872,601,19392,598.70000000000005,19216,0,0,0,0,0.40000000000000002,40,19.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,f694653abfaa1d97dc5cf46d03fed56dcee2289dfa5cf5283bbf8208143c8245,False,False,False,False,False,11,12,0,16697.200000000001,322728,16088.1,53944,15784.799999999999,21872,282,19264,279.10000000000002,19088,0,0,0,0,0.5,40,16.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,d0c35d0f4aa51d39b11201878f3ac86ed3b680581ab41d7fbb01237b48feddda,False,False,False,False,False,11,12,0,16665.700000000001,324120,16141.200000000001,55328,15853.4,21872,269.30000000000001,19264,267.60000000000002,19088,0,0,0,0,0.40000000000000002,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2209038b754b098fb522f7e5302c7f536cb1063fc005d8cd128a668f273847c2,False,False,False,False,False,10,12,0,16964.299999999999,322856,16463.700000000001,54072,15900.799999999999,21872,546.29999999999995,19392,544.70000000000005,19216,0,0,0,0,0.40000000000000002,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2954e2271777c24e5f3e9d2734ddd12255e4e89a71fc09ac2cb3fd97aca3f894,False,False,False,False,False,10,12,0,16616.900000000001,322864,16124.700000000001,54072,15570.700000000001,21872,539.5,19392,537.89999999999998,19216,0,0,0,0,0.29999999999999999,40,12,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4b1076a8407f2ba13a70eda8abed2cc792b0691accb9c08cbaa1aee6b58a39c1,False,False,False,False,False,11,12,0,17045.299999999999,322728,16473,53944,16156.6,21872,294.89999999999998,19264,292.69999999999999,19088,0,0,0,0,0.40000000000000002,40,17.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,33c61b21d06d1571b56403c75bae71dc94b946dcaa39c07c4e5f8829d5962f53,False,False,False,False,False,11,12,0,16482.5,322736,15927.799999999999,53944,15617.9,21872,292,19264,290.30000000000001,19088,0,0,0,0,0.29999999999999999,40,14.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,cbf699fec215584475c61f1a50f13bcad21816a35301ca04734b4b775eb89ca4,False,False,False,False,False,11,12,0,22938.200000000001,325000,22354.200000000001,54432,22001.200000000001,21872,333.60000000000002,19752,331.60000000000002,19576,0,0,0,0,0.29999999999999999,40,15.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,a4610d79b4969549334be1b598b0b98cfbd68563b2816ff2e12b5c25803e940e,False,False,False,False,False,11,12,0,16961,323640,16360.700000000001,53944,16061,21872,279.69999999999999,19264,277.80000000000001,19088,0,0,0,0,0.40000000000000002,40,15.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,9da8f40ee761b61f4edb2ffc025f60f4e4437dc664b44fb7703ab75e51f9298b,False,False,False,False,False,10,12,0,17299.299999999999,322856,16684.099999999999,54072,16102.700000000001,21872,560.70000000000005,19392,558.70000000000005,19216,0,0,0,0,0.29999999999999999,40,15.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,72781524603ffc44ab1af1024fe1e44904a88c77b4b5b5426d76b5856aa0dde6,False,False,False,False,False,11,12,0,16795.400000000001,322736,16232.200000000001,53944,15942.700000000001,21872,270.69999999999999,19264,268.30000000000001,19088,0,0,0,0,0.59999999999999998,40,14.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,b3178c0f2be0d698033cee732546d77d7877135f13238c2c6eca9b9369c81882,False,False,False,False,False,11,12,0,16814.900000000001,322728,16293.4,53944,16006.799999999999,21872,270,19264,268,19088,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,efd7c5486457f6b126e99dacd6d9c8f6cf22b944463996440379798cfd759b94,False,False,False,False,False,10,12,0,17351.900000000001,322864,16820,54072,16263.200000000001,21872,539,19392,536.60000000000002,19216,0,0,0,0,0.5,40,14.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6f50492f8419b412a6b521d32f8c15ec6ad6f36db093ccee58a2949731cf306f,False,False,False,False,False,11,12,0,16822.200000000001,322728,16300.5,53944,16020.4,21872,263.89999999999998,19264,262.19999999999999,19088,0,0,0,0,0.29999999999999999,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,864c0b06b45ba437cd48e60e10cde177e78b1105e77b899adb4a14f729f1f81b,False,False,False,False,False,10,12,0,16773,322864,16277.6,54072,15726.6,21872,534.20000000000005,19392,532.39999999999998,19216,0,0,0,0,0.29999999999999999,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4cfc1aeffd267a1ddab4d6d7528cefd86b397abc5ec9426b8b855f54b5886d93,False,False,False,False,False,11,12,0,16476.599999999999,322728,15980.4,53944,15699.4,21872,263.10000000000002,19264,261.5,19088,0,0,0,0,0.40000000000000002,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,b5aeb386a4fca0dbb4a78d6bc6f8960612062af8e0dece0bdcc6990fe3102827,False,False,False,False,False,10,12,0,17191.099999999999,322864,16684.200000000001,54072,16129.299999999999,21872,539.29999999999995,19392,537.5,19216,0,0,0,0,0.29999999999999999,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,f73b94700c401d8ad670ad9565947f91d6343bbaebec35912eb23af1b08ef322,False,False,False,False,False,11,12,0,16469.900000000001,322728,15958,53944,15678.1,21872,264.30000000000001,19264,262.69999999999999,19088,0,0,0,0,0.29999999999999999,40,12.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,c7a83d9a1599b35f4f635c2df5bc3f60aaddc2b40d31e2a5de130fb23fdd383b,False,False,False,False,False,10,12,0,17114.299999999999,322864,16610.599999999999,54072,16035.799999999999,21872,557.79999999999995,19392,555.5,19216,0,0,0,0,0.90000000000000002,40,14.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,c5d0e26d0ef782ed2b5474745d82b4d48b980ec250a0b2648ad8385448e5b0fd,False,False,False,False,False,11,12,0,17061.099999999999,322728,16503.299999999999,53944,16165.4,21872,319.69999999999999,19264,317.80000000000001,19088,0,0,0,0,0.29999999999999999,40,15,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,bbbf13a79e94ff268cbc4a352615c5b1b87c5d6397aeee5ab5f6131b1703f929,False,False,False,False,False,10,12,0,18204.700000000001,322864,16882.599999999999,54072,16235.5,21872,614.29999999999995,19392,608.29999999999995,19216,0,0,0,0,1.5,40,27.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,043102df8063304e21770cad7717bc1120478bbc5d94c560b3a14209cef1d58e,False,False,False,False,False,11,12,0,18048.099999999999,322728,17184.099999999999,53944,16848.900000000001,21872,300.80000000000001,19264,297.69999999999999,19088,0,0,0,0,0.40000000000000002,40,28,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,a4fe831464db8aa80a6e357be93806499f3dcf0b7ff08af1c75f0d0481d80fee,False,False,False,False,False,11,12,0,17213.700000000001,322728,16601.700000000001,53944,16284.6,21872,297.10000000000002,19264,295.10000000000002,19088,0,0,0,0,0.40000000000000002,40,17,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,7e4dc3f5e8905c0d03407f85c8d0b6c012cb58a909147b6710f28f21372da542,False,False,False,False,False,10,12,0,17392.599999999999,322848,16796.700000000001,54072,16212.5,21872,563.70000000000005,19392,561.70000000000005,19216,0,0,0,0,0.40000000000000002,40,16.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,513fe8290b8e42cddfc325c2ff6420dda168a1833087c6222069a869e7101645,False,False,False,False,False,10,12,0,17232.099999999999,322856,16604.5,54072,16028.200000000001,21872,556.29999999999995,19392,554.39999999999998,19216,0,0,0,0,0.40000000000000002,40,16.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,e097563e98633479ad524ea48392b6a5af65a5380c5c948ff0a3082dae09478d,False,False,False,False,False,10,12,0,16978.099999999999,322856,16414.299999999999,54072,15850,21872,546.5,19392,544.70000000000005,19216,0,0,0,0,0.29999999999999999,40,14.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3bdba30c3dfc19b64f1bd8f3f1c79c072fd5a6ec2206048ec7ce36b53ef6120b,False,False,False,False,False,10,12,0,17238.400000000001,322864,16681.200000000001,54072,16101,21872,561.5,19392,559.29999999999995,19216,0,0,0,0,0.29999999999999999,40,15.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,9472f6fd40ab2e74265811db5fc1d248488f999fc838d4ac9c0b8fbee6763f85,False,False,False,False,False,10,12,0,17037.099999999999,322856,16487.400000000001,54072,15931.200000000001,21872,539.79999999999995,19392,538.20000000000005,19216,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,ab19a70746ff1b5791a910cee904e08b572a35fd0ed6badbb0e6f38b5137c591,False,False,False,False,False,10,12,0,17103.5,322864,16523.299999999999,54072,15921.4,21872,585.39999999999998,19392,583.70000000000005,19216,0,0,0,0,0.29999999999999999,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,d929a8e5f039ea7c48b87b9da1a754b73d6f42287400b81cafde2b80348beec6,False,False,False,False,False,10,12,0,16783.5,322856,16290.799999999999,54072,15741.6,21872,533.5,19392,531.79999999999995,19216,0,0,0,0,0.29999999999999999,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,641b2187e0f2353c8583f50e82737b89c8d774850e136ee8e8ed80e9c1828590,False,False,False,False,False,11,12,0,16973.700000000001,322736,16460.200000000001,53944,16179.299999999999,21872,265,19264,262.89999999999998,19088,0,0,0,0,0.29999999999999999,40,12.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0aa46c257c961797e370e0b1e137b4265902a101e3c4ddcf3bf3f6cf1e6344fa,False,False,False,False,False,11,12,0,16757.799999999999,322728,16002.4,53944,15701.5,21872,285.69999999999999,19264,284.19999999999999,19088,0,0,0,0,0.29999999999999999,40,12.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,25b496b0a1cf7f2c59ef7ad843e7f5aca1c33daa98c88943b0071e1beaea2ff8,False,False,False,False,False,10,12,0,16721,322864,16270.200000000001,54072,15716.1,21872,540.79999999999995,19392,539.39999999999998,19216,0,0,0,0,0.29999999999999999,40,11.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,5235fad5146515a106731715b1ba363405b37e4aebe44c026ab58c8223531159,False,False,False,False,False,10,12,0,16893.900000000001,322856,16454.799999999999,54072,15908.200000000001,21872,532.29999999999995,19392,530.79999999999995,19216,0,0,0,0,0.29999999999999999,40,12.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,9032fb60ea0d8099888f6d2cf13f04c1c39d47d933f3d981ad96a45299a8168a,False,False,False,False,False,10,12,0,16973,322864,16520.700000000001,54072,15970.1,21872,534.10000000000002,19392,532.60000000000002,19216,0,0,0,0,0.29999999999999999,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,17e81307cced1d1c99b8bf995cf6c1408cb7aecde14e33aebacddd35c09ec57e,False,False,False,False,False,10,12,0,17299.599999999999,322856,16587.799999999999,54072,15991.9,21872,577.39999999999998,19392,575.10000000000002,19216,0,0,0,0,0.69999999999999996,40,14.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,b58d2b6e160704d7660a3e35d4db4667f6861c80a1b2279efc7cf4b2521a79a6,False,False,False,False,False,11,12,0,16535.400000000001,324120,15896.1,53944,15617.6,21872,263,19264,261.19999999999999,19088,0,0,0,0,0.29999999999999999,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,c8b9c6aba11da58f629e21764602c3956c599da7f58a5466017e6d41b5482a46,False,False,False,False,False,11,12,0,16609.799999999999,322728,16121.6,53944,15843.799999999999,21872,262.39999999999998,19264,260.5,19088,0,0,0,0,0.20000000000000001,40,12.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,87d8c44ef36fa0b5f68e57243cdf3cca0cf2c0d8e98159ad7a1f29dbee309148,False,False,False,False,False,10,12,0,16624.799999999999,322864,16147.700000000001,54072,15602.200000000001,21872,531.10000000000002,19392,529.29999999999995,19216,0,0,0,0,0.29999999999999999,40,12.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,aad3fea8c440ad11433448d078dc6de1cb0c56985f8b1dafa10f8eb25beca42e,False,False,False,False,False,11,12,0,16368.200000000001,322728,15900.1,53944,15616.9,21872,267.80000000000001,19264,266.10000000000002,19088,0,0,0,0,0.40000000000000002,40,12.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,aa84c9cf5fb5ae70ff291151dcb2b860910f74070f441ddda09a48fdd363c1f6,False,False,False,False,False,10,12,0,16969.299999999999,324248,16465.200000000001,55456,15902.299999999999,21872,543.79999999999995,19392,542,19216,0,0,0,0,0.5,40,13.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,cca7e5add17b01272372887f475134a1f03e00f374dfb8b07e0ec09e47733116,False,False,False,False,False,11,12,0,16654,322728,16116.799999999999,53944,15837.700000000001,21872,263.10000000000002,19264,261.10000000000002,19088,0,0,0,0,0.59999999999999998,40,13.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2e3aabbed4eae129bae5c49279bd1e7bd59f5997c6f138bb5e3b3f4cc3477a95,False,False,False,False,False,10,12,0,17271.799999999999,322864,16681.700000000001,54072,16106.700000000001,21872,554.20000000000005,19392,552.20000000000005,19216,0,0,0,0,0.29999999999999999,40,15.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0c2084e913a9ec5bdb61c131189ff76bdc7505e76b998bfaa8c9f3fa918e58cb,False,False,False,False,False,11,12,0,17926.400000000001,323736,16102.9,53944,15817,21872,268.89999999999998,19264,267,19088,0,0,0,0,0.40000000000000002,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,ea49cf3901822ea7e0b0f9747c4001c593e3f7fe7b75ac3c65c29f6ed9ac999b,False,False,False,False,False,10,12,0,16936,324496,16350.5,54072,15792.5,21872,539.70000000000005,19392,537.89999999999998,19216,0,0,0,0,0.29999999999999999,40,14.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2f84a39f0b69611075a3eea9ead6c544a8f6c1a02d55b8f5d86c76e5dc16695c,False,False,False,False,False,11,12,0,16848.5,322728,16286.5,53944,15846.6,21872,421,19264,418.80000000000001,19088,0,0,0,0,0.40000000000000002,40,15.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,24fe633ea9d584e4973692c36284056676a6ec5b98f8cb8b2aa852344092cfed,False,False,False,False,False,10,12,0,16683,322864,16139,54072,15591.799999999999,21872,531.20000000000005,19392,528.79999999999995,19216,0,0,0,0,0.69999999999999996,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,09cffdad22a575c3b85ca05d9849237f20a41f5800834b8c29893319aa8ff396,False,False,False,False,False,11,12,0,17956.799999999999,322728,16460.599999999999,53944,16114.700000000001,21872,321.10000000000002,19264,318.89999999999998,19088,0,0,0,0,0.5,40,18.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,86701c50758c56b8de1c47f3620aab3a3e938d7ef179158f7dbd39e21f2d7a84,False,False,False,False,False,10,12,0,17846.5,322864,16874.200000000001,54072,16195.799999999999,21872,658,19392,655.29999999999995,19216,0,0,0,0,0.69999999999999996,40,16,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,c0e0f155047510ad4874c4aa29356846d7a201412f1d83fc8a2f9faab5c076c3,False,False,False,False,False,11,12,0,17354.799999999999,322728,16671.5,53944,16289.4,21872,361.19999999999999,19264,359,19088,0,0,0,0,0.40000000000000002,40,16.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,e26b91db09830de0b0165e7b4ae7995a65bc3eb316a26ebe3265e89fe7f702f6,False,False,False,False,False,11,12,0,17053.700000000001,322736,16456.700000000001,53944,16149.9,21872,285.39999999999998,19264,283.39999999999998,19088,0,0,0,0,0.5,40,17.399999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6059d0fda609206df2d3f4492f0dd70f83d8bd473553a7dac5dcd1ffbfb76ad9,False,False,False,False,False,10,12,0,17072.599999999999,322856,16496.799999999999,54072,15930.9,21872,548.60000000000002,19392,546.89999999999998,19216,0,0,0,0,0.40000000000000002,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,cc456406203dc7deabac107c67f9d2efc244ce31f52d75c4e93133b1e978bb58,False,False,False,False,False,11,12,0,16678,322736,16114.4,53944,15803.799999999999,21872,280,19264,278,19088,0,0,0,0,0.40000000000000002,40,26.600000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,d37122dbd8c49e06f41ff557eb5b1c0c5d2245706596fc37a4ac65d6b2e4d49c,False,False,False,False,False,11,12,0,16600,322728,16065.4,53944,15773.1,21872,273.60000000000002,19264,271.69999999999999,19088,0,0,0,0,0.29999999999999999,40,14.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,a0651d6c4255998ba35e014b9b3a230fe749e61552400b1d4770fc3a467377ff,False,False,False,False,False,10,12,0,17109.5,322864,16586,54072,16018.299999999999,21872,550.20000000000005,19392,547.60000000000002,19216,0,0,0,0,0.69999999999999996,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,6f37ddf710e4c758f56866cdfb2fa82b970a3065eaf77fd5e47196502f08795d,False,False,False,False,False,11,12,0,17131.900000000001,322728,16619.099999999999,53944,16327.700000000001,21872,273.19999999999999,19264,271.80000000000001,19088,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,d6e68adfa66d8c742ba341cb02066f34b96eb116fa04f806ef5d43ac87a09b8b,False,False,False,False,False,11,12,0,16730.700000000001,322736,16227.799999999999,53944,15940.799999999999,21872,269.89999999999998,19264,268.19999999999999,19088,0,0,0,0,0.29999999999999999,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,e2e42eae2cc40aae26bbcbab84ad1f17c43db4bd90a76b1e0f4388fa6d5748bf,False,False,False,False,False,10,12,0,17214.400000000001,322856,16647.900000000001,54072,16082.4,21872,548.60000000000002,19392,546.5,19216,0,0,0,0,0.40000000000000002,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2619e9e4b4784236eec330597f71e5c904e2f2ae5955f341402b0b9514c992b5,False,False,False,False,False,11,12,0,17323.900000000001,322944,16661.299999999999,53944,16363.799999999999,21872,278.19999999999999,19264,276.19999999999999,19088,0,0,0,0,0.29999999999999999,40,15.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,bfd913aa132fc985fe688afed3f40632794300cc2bca65235021a1276a58aacf,False,False,False,False,False,11,12,0,16814.900000000001,322936,16252.1,53944,15967.700000000001,21872,266.60000000000002,19264,264.60000000000002,19088,0,0,0,0,0.5,40,14.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,6f958597f181d0a0e60209ea938e3cdd33c42e8d9fea903c58e188309712dada,False,False,False,False,False,11,12,0,16893.700000000001,322736,16372.9,53944,16086,21872,268.80000000000001,19264,267.19999999999999,19088,0,0,0,0,0.40000000000000002,40,14.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0c39e53db6898a1361f0bded0f4b19bf597ec321a7a7780a8590f5230d46c356,False,False,False,False,False,11,12,0,16634.599999999999,322728,16120.799999999999,53944,15837.799999999999,21872,266.10000000000002,19264,264.5,19088,0,0,0,0,0.29999999999999999,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,46c79a7dad579811d4aae564c8dc873017369913a1a90f36416bbfb5fda3aaa2,False,False,False,False,False,11,12,0,16891.599999999999,322736,16379.700000000001,53944,16092.5,21872,269.10000000000002,19264,267.39999999999998,19088,0,0,0,0,0.40000000000000002,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,71dacd97fafc282433ed1104d87659f2386a1d947c9c887122ee7dc1a9fab8e2,False,False,False,False,False,11,12,0,16777.099999999999,322736,16257.299999999999,53944,15966.6,21872,273.5,19264,271.80000000000001,19088,0,0,0,0,0.40000000000000002,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,62ab4a0dca180316c1138722f4e9a0e5a357ea180ffcb6600f137010b1f5cca4,False,False,False,False,False,11,12,0,16775.099999999999,322744,16249,53944,15959,21872,272.60000000000002,19264,270.5,19088,0,0,0,0,0.59999999999999998,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,223d9b355859d81aa0cc70ecf63df62acd75f3789c0aee29607b19f312b3f66a,False,False,False,False,False,11,12,0,16975.900000000001,322736,16447.099999999999,53944,16158.200000000001,21872,271.80000000000001,19264,270,19088,0,0,0,0,0.29999999999999999,40,14.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,40c512b695f3218dcac6738099f415c6b16b6a5527e9b8dbd49e18bf3b9c8778,False,False,False,False,False,11,12,0,16500.099999999999,322744,15970.299999999999,53944,15686.5,21872,265.80000000000001,19264,263.60000000000002,19088,0,0,0,0,0.69999999999999996,40,14.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
